comment,rating
Beruntung dapet flash sale 25k thanks,5.0
"Barang bagus, packing bagus, cma respon toko dan proses update pembeliannya lama, sampe nyaris habis batas waktu. Mohon ditingkatkan respon dari admin tokonya. Tq.",3.0
Makasih buat promo ramadhan 25k nya,5.0
BRang sudah sampai dengan selamat,5.0
"Terima kasiiiiiiiiiiiiiiiiiiiih, bagus banget.... terima kasih juga buat toped atas Flash sale 25 nya...",5.0
Memuaskan sekali harga murah,5.0
"Produk baik, asli. Jamnya kecil, cocok buat Adek saya. Recommended",5.0
pesanan sudah diterima dan berfungsi dengan baik. Thanks.,5.0
Alhamdulillah dapet flash sale.. Produk oke pengiriman cepat.. Thanks Tokopedia.. Thanks Luxolite SG..,5.0
Yuhuuu.... Kebagian juga flash sale ya.,5.0
Barang bagus. Dapat dari flash sale thanks tokopedia,5.0
"Produk sesuai , pengiriman cepat",5.0
Ok dan sesuai deskripsi,5.0
Barang sesuai harapan pengiriman cepat fast respon,5.0
Kerenn. Rapi. Barang cepet datengnya.,5.0
👍👍👍👍👍👍👍👍👍👍👍👍👍👍,5.0
"pengiriman aman, seller juga ramah, terimakasih sukses terus, mau kasih lebih dari bintang 5 gabisa 😂",5.0
Mantap pokonya recomended,5.0
"Pengiriman lamaaa...,..................",3.0
Barang sesuai pesanan dan berfungsi sebagai mana mesti nya.,5.0
"Bagus.. Barang Sesuai deskripsi,, packing aman.",5.0
Sesuai permintaan dan fast respon 👍🏻,5.0
Mantap bagussssssssssss,5.0
"Barang sesuai gambar, garansi 1 tahun. Saya kira buat cowok. Maaf dismiss. All Good.",5.0
Cengli lah.... jossssssssss,5.0
Respon dan pengiriman cpt,5.0
Nice. Barang ori sesuai deskripsi. Harga kompetitif. Respon seller juga cepet. Recommended seller.,5.0
"Barang sudah diterima dengan baik, cepat, packing rapi mantap",5.0
"Barang bagus, penjual ramah, packing rapi dan pengiriman cepat.",5.0
"Barang oke, sesui deskripsi thx",5.0
Barang sudah di terima thanks,4.0
Produk sesuai yg ditawarkan,5.0
"Produk asli dan bergaransi, recomended seller 👍",5.0
Ternyata ukuran jam tangannya kecil sekali. Kurang cocok kalau dipakai laki-laki.,4.0
Rapi dan sesuai yg diminta,4.0
Makasih barang udh smpe,5.0
Thanks ya. Jamnya sesuai gambar dan berfungsi baik.,5.0
"Produk bagus, lumayanlah daripada beli di tempat ecek-ecek. Semoga awet.",3.0
Kerennnssssss packaging rapi.. Jam nya kece,5.0
Keren jam nya ... tengkyu flash sale..,5.0
Terimakasih brg sdh ketrima....jamnya ternyata kecil....tp gpp lah ada discountnya jg...jd brg sesuai harga.,4.0
Pesanan sesuai dgn deskripsi.,5.0
Baguss...tp agak kecil yaa...overall baguss dechhh,5.0
barang bekerja dengan baik.,5.0
"Kerennn, sesuai ama yg di foto pulaa hehehe",5.0
"Bagus jam nya, nyaman di pakai. Sesuak pict",5.0
"Proses cepet, packaging aman 
bintang 5 gan",5.0
"☁☁☁☁☁☁☁
☁🎀🎀☁🎀🎀☁
🎀🎀🎀🎀🎀🎀🎀
🎀🎀🎀🎀🎀🎀🎀
🎀🎀🎀🎀🎀🎀🎀
☁🎀🎀🎀🎀🎀☁
☁☁🎀🎀🎀☁☁
☁☁☁🎀☁☁☁
☁☁☁☁☁☁☁",5.0
Barang sudah sampai.. terima kasih gan,4.0
Barang baru sampai.. packing rapih tp dlmnya berantakan yah..,4.0
sukaaaaaaaaaaaaaaaaaaaaaaaaaaaa,5.0
"Bagus... sesuai harga, pengiriman cepat.",5.0
Barang bagus sesuai deskripsi...mungkin ke depannya pelayanan bisa ditingkatkan lagi,4.0
Barang bagusssssssss,5.0
Baguss istri saya suka,5.0
"produk berkualitas, tidak ragu pesan dilapak ini. top markotop daaah",5.0
"Barang asli, sesuai dengan deskripsi, pelayanan chat ramah waktu sempet ditanya prosesnya lama mungkin krn banyak pesanan, so far puas banget",5.0
Barang bagus dan cepat kirimnya,5.0
Barang sesuai gambar &amp; deskripsi.,5.0
tippp .................,5.0
Barang bagus.. Original..,4.0
Barang sesuai dengan gambar. Semoga rezekinya berkah...,5.0
"Barang sdh diterima, trm ksh",3.0
barang sesuai pesanan dan.berfungsi dengan baik terima kasih,5.0
Barang sesuai deskripsi dan pengirimannya cepat.,4.0
Pengiriman nya lamban jadi ngk kepake buat natal dah,4.0
Respon dan pengiriman cepat.. barang sesuai dengan deskripsi dan berfungsi,4.0
Barang sesuai dengan fotonya,5.0
"Barang sesuai warna dan pesenan , kemasan rapi dan aman . Puas banget",5.0
"Produk original...keren,respon penjual cepat..",5.0
"Produk original sesuai deskripsi, packing aman dan berfungsi dengan baik ^_^ terimakasih",5.0
"Mantal jaya gan, respon &amp; pengiriman sesuai... Tks",5.0
"Jam nya bagus, sayangnya sy order sesuai iklan warna merah dan sudah tulis keterangan tapi jam yg sampai hitam, harusnya bs info ke buyer klo stok warna hitam. Tq",4.0
"Setelah menunggu dr retur, akhirnya dtg jg. Baiknya sebelum kirim pastikan kondisi jam dalam keadaan baik. Sehingga pembeli pun tdk dirugikan dgn waktu dan biaya retur. Update 25 Dec 2018: Baru coba dipakai hari ini sebagai hadiah natal keponakan saya, ternyata jam bermasalah lg tidak hidup kembali. Merasa malu sebagai hadiah tp mengecewakan.",1.0
"Pengiriman cepat, packing rapih, kualitas produk baik... bagus",5.0
"Paket rapi, tdk ada cacat..naun pengiriman lama..",3.0
"Mantap fast respon dikirim jg cepet, barang juga oke punya",5.0
"barang sesuai, packing rapi",5.0
"barang joss, recomended seller",5.0
"Barang sudah sampai, proses dan pengiriman barang cepat, barang sesuai pesanan. Thankss",5.0
Mantaaaaab............,5.0
"Pas sekali, sesuai ekspektasi",5.0
Barang cepat sampai dan bagus kualitasnya,5.0
"Barang sesuai dengan foto, bekerja dengan baik, tidak ada cacat, recommended.",5.0
"Jamnya bagus, keren. Kacanya ada motifnya, ga flat. Respon seller cepat, pengiriman cepat",5.0
"Sesuai deskripsi dan harga oke produk mewah terlihat, semoga awet.",5.0
Yg dikirim tidak sesuai produk,3.0
Mewah dengan harga murah.. love it! 💕,5.0
barang bagus kerenn penjual ramah....trimakasih,5.0
"Sesuai deskripsi barang, mudah2an awet",5.0
"Service cepat, produk unik...cocok buat kado...",5.0
"Mantap,cepat,barang bagus,tidak akan kecewa",5.0
Top. Gagah di pakai....yg pasti pengiriman cepat banget. Sukses trs,5.0
"Bagus, murah, berkualitas, overall saya puas dengan pelayanan pelapak ini, good job",5.0
"Cepat sampai,.Siiiip lanjuut teruus,.semoga kualitas pelayanan tetap di pertahankan",5.0
Packing rapi harga bersahabat Dan kualitas nya tidak diragukan lagi,5.0
Sudah sangat sesuai... Dan sesuai dengan harganya . Terkesan simpel dan elegan....,5.0
Mantep cuco meong pokonya tooop bgt lah .. Thanks bgt gan,5.0
Mantap. Barang bagus sesuai pesanan. Lanjutkan Bosku,5.0
"Pengiriman cepat, packing rapih, good merchant..",5.0
Jam tangan nya mantappppp,5.0
"Untuk kualitas produk biar bintang yang bicara, next order lagi.",5.0
Produk bagus asli sesuai dengan gambar dan deskripsi respon seller cepat rekomendasi nih seller,5.0
Saya sangat puas... Barang sesuai yg diharapkan...,5.0
mantap pak boss.. mulus.. kinclong.. seger..,5.0
Kerennn. ......Bos kuu,5.0
"Barang bagus,cepat....puas.karena mama saya suka.. terima kasih",5.0
Barang berkualitas...ga rugi belinya. Thx gan,5.0
"Bagus, sesuai gambar 😊",5.0
"barangnya bener2 sesuai ekspektasi saya, begitu terima terkesan sangat mewah. benar2 jam yang saya butuhkan untuk menambah penampilan. semoga jam ini awet dan membawa kebaikan bagi saya dan penjual. respon bagus, pengiriman cepat. good reseller. thanks",5.0
not bad .............................................,4.0
"Kualitas barang bagus, Hanya lebih kecil dari yang warna gold, warnanya bikin klop. Thanks",4.0
Jamnya bagus banget dan cukup berat tapi mantab.,5.0
barang diterima dlm kondisi baik dan siap dipakai,5.0
"Barang sesuai deskripsi, packing aman, pengiriman cepat.",5.0
"Barang berfungsi dgn baik dan mendarat dengan selamat, packing rapi, belum di test aja utk luminosnya... Thank&#39;s, sukses buat sellernya..",5.0
"pesanan sesuai deskripsi, dikemas rapi dan berlapis dan terkirim pada waktunya. terima kasih.",5.0
Bagus dan sesuai pesanan,5.0
Barang sesuai pesanan dan deskripsi. Jam nya bagus,5.0
"produk bagus sesuai pesanan dan proses cepat,terimakasih",5.0
"Sudah sampai,. Original 👍👍",5.0
"produk oke, packing oke, glow in the dark berfungsi, cuma ini ori kan ya, harusnya ada garansi kan ya ?? tapi ga ada kartu garansi atau tanda untuk garansinya",4.0
Pecking barangnya kurang rapi. Pesanan yang pertama packing barang lebih rapi dan bagus. Terima kasih,3.0
"Jamnya simpel. Enteng, tidak begitu besar. Bagus.",5.0
"Barang sesuai deskripsi, pengiriman cepat, kualitas memuaskan. Rekomended seller",5.0
"Sesuai ekspetasi..barang bagus kualitas alus...
Istri seneng dikasih ini...,cm g jd kejutan soalnya yg nerima paket yg bersangkutan...😁",5.0
Suka bangeeettt. Bagus. Ori.. Tq ya,5.0
Nice stuff and great love it!!!,5.0
Manteb jamnya bos 👍👍🤘🤘,5.0
produk sudah diterima dengan baik dan sesuai deskripsi. terimakasih moment watch,5.0
Barang cepat sampai. Thankyou,5.0
"dikira buat cwok,ternyata cewek diameternya agak kecil,tpi prodk bagus",4.0
Barang bagus ditunggu diskonnya lagi,5.0
barang sampai dengan selamat sentosa . maaciwww yaaa .. saya suka saya suka &gt;&lt;,5.0
nggak nyangka keren banget jamnya.. hi hi,5.0
Pengiriman sangat cepat.  Terima kasih,5.0
Pesan + bayar tgl. 07 Sep 18 jam 2 siang. Barang tiba tgl. 08 Sep 18 jam 10 pagi. Fast Respon. Packing aman + rapi. Barang bagus dan semoga awet. Recommended dan Sukses selalu utk Reseller ini.,5.0
"Packingnya keren, rapi n aman pake bubble wrap. Semoga awet 😉",5.0
"Produk kedua yg saya beli disini, masih memuaskan produk sesuai dan 100% ori.",5.0
..................................................,4.0
"Barang sudah diterima, semoga awet nantinya.",5.0
"Terima kasih sudah sampai jamnya, packing ok dan pengiriman cepat sampai 👍🏽",5.0
Mantappppppppppoopppp,5.0
Produk bagus. Packing rapih. Belum coba dark in glowingnya. Semoga awet dan tahan banting.,5.0
"Gud stuff wif d best price, higha quality wif prestige",4.0
"Jam tangannya simple, warnanya  strapnya menarik, mudah2an awet",5.0
Produk bagus sesuai harapan.,5.0
"Fast respon, good quality. Tp koq ga nyala dlm gelap glow in the Dark yaa.",4.0
"Barang sudah diterima, packing rapi dan aman. Terimakasih",4.0
"Barang ok kali la pokok nya la. Recomended sekali, sesuai deskripsi, dan gambar",5.0
"Thanks gan...
Udah mendarat...",5.0
"Barang sesuai deskripsi dan pengiriman cepat, makin sukses jualanya",5.0
Sesuai gambar respon cepat pokoknya oke oke,5.0
Jamnya bagus dan pengirimannya cepat. Tq...,5.0
"Diameternya ternyata nbesar, jadi pengen jual lagi",3.0
"Thx ya gan...brngnya bagus n cpt smpnya, blm saya coba, smoga sesuai dgn deskripsinya",4.0
"Barang sesuai gambar, packinya rapih untung dpt harga sale jd murah haha..",4.0
"Terima kasih, pesanan sudah diterima 🙏🙏",5.0
"Barangnya bagus, respon cepat, tapi ngga tau original columbia atau bukan dan glow in the dark nya krg nyala. Semoga awet deh ya, thanks!",4.0
"barang sesuai, semoga awet.",4.0
Excellent..............,5.0
Barang sesuai deskripsi. Pengiriman cepat,5.0
Sesuai foto dan deskripsi,5.0
"Pengiriman cepat, sesuai pesanan semoga awet",4.0
Packing rapi &amp; aman... Kualitas barang bagus...,5.0
Mantulllll. Produk sesuai,5.0
"Good product,  recommended seller",5.0
"Thankss ya jamnya  udh sampe  , ori dijamin",5.0
Sukaaa...dan kiyut.....,5.0
Mangtabbbbbbb keren.........................,5.0
Produk bagus dan original,5.0
"Tengkyu lagi gan...
=)",5.0
Barangnya bagus recommended banget buat temen2 ya mau belik gak nyesel de.co2k buat kegelapan tapi jangan lupa d flash dlu pakek camera hpnya.nyesel la kalo gak belik.terimakasi banyak ya kaka,5.0
"Packing rapi 
Pengiriman cepat 
Produk yg diterima sesuai dgn pic",5.0
"Terima kasih,barang sesuai harapan dan original...mantap",5.0
"Barang sesuai kondisi di deskripsi, packing mantab",5.0
Produk yang baru saya kenal. Dengan promo yg ada memberikan kesempatan untuk melihat produknya ini dan alhasil bagus produknya dan bisa disandingkan dengan swatch utk tipe2 yang casual!,4.0
Barang sesuai dan packingnya rapih,5.0
Barang sesuai deskripsi semoga awet terima kasih,5.0
Ini pembelian yang kedua di Moment Watch lewat flash sale. Barangnya bagus dan berkualitas. semoga ada discount lagi lewat flash sale. jadi bisa repeat order! Terima kasih banyak untuk pengiriman Jam nya.,5.0
pengiriman cepat &amp; barang bagus,5.0
Kualitas produk ok...fast response....pengiriman cepat...mantap,5.0
"Barang bagus mantap , sesuai",5.0
"Keren bgt, packing jg rapi, pengiriman cepat",5.0
"Produk sangat baik tapi untuk pengirimannya agak lama dari kurirnya, overall store ini recommended",5.0
Terima kasih. Barang sudah sampai,5.0
Desain jam simple. .  Cocok untuj sehari-hari,4.0
Jam Tangannya sesuai dengan deskripsi gambar. Bagus. Baru dan berkelas. Pengiriman rapi dan respon penjual juga cepat. Luar biasa...!,5.0
"barang oke 
sesuai gambar mayan lah",4.0
Terimakasih pesanan sudah sampai,5.0
Barang bagus.. Packing oke. Pengiriman cepat..,5.0
"Halo, maaf baru kasih ulasan krn baru sampe ditangan saya paketnya hahahaha.. saya suka warnanya. Simple juga bentuknya. Suka banget kak 👍👍👍👍👍",5.0
Packing rapih n jam nya berfungsi dgn baik.,5.0
"produk ori, mulus dan fungsi semua.. sempet deg2an ga dikirim2 pdhl pake yes, syukurlah seller komunikasinya bagus.. thanks gan..",5.0
"responnya cepat, packing rapi, barang sesuai dgn spesifikasi yg diberikan",5.0
"Jam tangan bagus. Sempet ga tau kalau nyala dalam gelapnya perlu disorot cahaya dulu. Setelah dikasih tau,dicoba dan berhasil.",5.0
Barang bagus dan ori pengiriman nya juga cepat,5.0
"Bagussss,.....................",5.0
Glownya kurang pendar. apa saya kurang kasih lampunya. trs kartu garansinya di mana ya,4.0
terimakasih jamnya.. semoga awet ☺️,5.0
Packing rapih.barang Ori. Seller ok. Kurang nyala Glow in the dark -nya.,5.0
"Barang baru sampe tadi siang, packingnya rapi dan sesuai banget sama deskripsi. Recomended seller!",5.0
Barang original dan sesuai deskripsi.. pengiriman tepat waktu. Thanks,5.0
barang sesuai pesanan. recomended seller,5.0
Bagus. Seneng nerima &amp; make-nya.,5.0
"Bagus, murah dapet pas lagi flash sale,,",5.0
"Packing rapi, response penjual baik. Produk sesuai banget. Cuma diameter nya ternyata kecil jd agak kurang pas ditangan saya yg gede 😁",4.0
"barang mantaaaaaaap, sering2 flash sale gan",5.0
"Barangnya diterima dengan baik. Kualitas bagus dan asli. Pas untuk ukuran wanita, bukan tipe yang sangat kecil.",5.0
Sesuai pesanan ... Terina kasih..,4.0
"barang sesuai dengan foto, packaging juga rapih. di kasih bubble biar tidak lecet. ada box nya juga. terima kasih",5.0
"Terima kasih, Gan. pesanan sudah diterima sesuai dengan keinginan.",5.0
"Barang original, berfungsi dengan baik, recommended seller. Terima kasih Gan. Semoga Agan selalu sehat dan bahagia 🙏",5.0
Super fast response n delivery,5.0
Terimakasih. Mantabbbbbbbbbbbbbbbbbbb,5.0
"Bagus, kerennn...seem youngest 😁",5.0
Toko bagus..  Barang nya kerennn,5.0
"Barang cepat sampai, sesuai deskripsi, jam dan tanggal sudah di setting, tinggal pakai. Mantap.",5.0
Barang sudah tiba dengan baik dan sesuai dengan foto. Mantab,5.0
Barang sangat keren g nyesel beli di sini dan terpercaya maaf jika saya berbuat salah semoga sukses buat tokonya🥰,5.0
"Barangnya biasa aja, untung belinya dapet harga flash sale, kalo harga asli dbandingin sama barangnya mah mending beli merk lain aja. Mana sellernya juga ngeproses pembeliannya lama bener lagi. Tapi bintang diatas cuma buat penilaian barang, jadi masih bisa dapet bintang 2.",2.0
"Sesuai, barang bagus berkualitas original",5.0
"Puasss benerr beli disini, produk sesuai deskripsi .. pelayanan ramah",5.0
"Merk seibu mejeng di tokped pas flesh sel lg, rejeki anak soleh 😁",5.0
"Keren.....brg bagus, ori dan mantap dilihat dan dipake, tdk rugi meskipun dapetnya harus nunggu sampe tengah malem, thanks u moment watch official dan toped maju terus",5.0
Mantap bgt. Produk keren dan harga murah. Makasi banyak yah.,5.0
produk bagus... dan mantap,5.0
"Thx, sdh sampai. Lumayan berat..",5.0
"warna dan ukuran sesuai deskripsi. Pengiriman standart. Kualitas barang bagus.Sesuai expektasi.Pelayanan toko bagus, jam datang jarum detiknya lepas dan chat ke seller bisa diretur atau diganti baru. Recomended.🌹👍",5.0
"Barang mantap, pengiriman cepat",5.0
"Barang sudah diterima dalam kondisi baik. Pengiriman lumayan cepat dengan packing yang lumayan bagus. Kelengkapan tidak sesuai dengan deskripsi yang tertera, tanpa kotak atau kaleng jam dan kartu garansi apapun. Hanya kotak berupa karton tebal dibungkus mika dengan faktur penjualan. Entah nanti gimana kalo klaim garansinya, worth it atau tidak dengan harga segitu. Tapi mudah-mudahan awet lah. Terima kasih.",4.0
"Mantap, respon cepat, produk mantap, paling pgtg harga sangat terjangkau...",5.0
Bagus bangat berfungsi semua dgn baik  alhamdulillah dapat jam tangan columbia sesuai keinginan pas bangat lagi ditangan aku terimakasih,5.0
Puas dengan layanan seller. Barang ori dan berkualitas,5.0
"bagus, packing ok.. thanks...",5.0
Juara daaah. Mudah2an ada promo dengan potongan harga yg lebih gokil lagi. Makasih juragan.,5.0
"Bagus sekali produk nya
Paket dibungkus sangat safety",5.0
Mantaaaaabbbb......oke bgt,5.0
"Barang mantab..lapak yg ramah,pengiriman cepat..trimaksih",5.0
Mantap... Terimakasih,5.0
Barang bagus!! Harga bagus!! Respon bagus!!,5.0
"Bagus, sangat puas, thanks gan",5.0
"Barang sesuai pesanan, simple dan elegan, pengiriman cepat.",5.0
"Baguss , ori , mantapppp",5.0
Barang sampai dengan cepat,4.0
Barang OK bgt! Mantap!!,5.0
Barang bagus mudah2an awet 🙏🙏,5.0
"jam tangannya bagus, pengiriman cepat ...mantab",5.0
thx.... sesuai brgnya,5.0
"Pengiriman cepat,packing rapi,dpt harga flash sale n cashback,barangnya juga bagus👍",5.0
Barang sdh sampai kondisi oke semoga awete,4.0
"Rating bintang 5 sangat puas, dapet waktu flash sale, harga terjangkau kualitas mantap, cuma usul, lain kali packingnya pake bubble wrap supaya lbh aman, overall good service, good quality...",5.0
Barang bagus... Sesuai harga...,5.0
Barang sesuai pesanan dan sudah digunakan,4.0
"Jam nya bagus, kualitas oke banget..tks
Pembelian yg ke 3, ditunggu promo berikutnya",5.0
pembelian kedua mantul gan,5.0
"Thanks ya gan..
Barangnya telah tiba dengan selamat..
Gbu..",5.0
Sesuai gambar..bagus..good job!,5.0
Ukuran &amp; wrn sesuai foto. Tp tgl nya kok tdk bergerak ya...dr kemarin tgl 22 terus. Ini ada garansinya kan?,4.0
"100%Original....
Semoga awet..
Thx",5.0
"Fast seller, barang original bagus !!Harga mantap thanks",5.0
Mantabs!!!!!!!!!!!!!,5.0
tampilan sederhana namun berkualitas.. ingin jas hujan berkualitas kunjungi &#34; acold store&#34;,5.0
"Barang sesuai deskripsi, bagus sekali!! Mantap &amp; nyaman dipakai. Terima kasih.",5.0
"Barang bagus, sesuai deskripsi, lengkap dengan standnya. Pengiriman juga cepat. Jam tangannya juga solid dan tahan air. Desain classic dan agak sporty. Recommended!",5.0
Puas sekali.. Dapet dari flash sale.. Jam tangan kualitas..,5.0
Fast respon makasihhhh,5.0
"Benar-benar authorized dealer dan recommended seller! Barang sampai dengan bukti pembayaran yang sah, sehingga mudah untuk klaim garansi dikemudian hari.",5.0
"Overall jam-nya bagus, ternyata agak berat. Pengiriman hanya hari kerja karena weekend tokonya tutup. Kalau belanjanya weekend, sabar aja :)",5.0
Barang bagus....dapat bonus...,5.0
kualitas produk sangat bagus dan bekerja dengan baik,5.0
produk sesuai deskripsi..bonus pun sesuai..thx,5.0
Tq brgny sdh sampai gan.....,4.0
"Pesanan sesuai di gambar, barangnya mantap, dan jg ORI, tks ya.",5.0
"Makasih , barang sudah sampai sesuai deskripsi :)",5.0
"Pengiriman cepat, packing rapih. Produk bagus. Terima kasih.",4.0
"Barang sangat bagus, seller responsif",5.0
"Jam berfungsi dengan baik,hanya kotak jam sedikit rusak pada bagian belakang.",3.0
"Respon cepat, produk sesuai dengan gambar, kualitas oke",5.0
Bagus barangnya sesuai dgn deskripsi.............................,5.0
Barang telah sampai dg selamat...sejauh ini sgt memuaskan...semoga awet...,5.0
Ori n cantik... suka bgt,5.0
"Fast respond tapi produknya ya gt lah.. kecil, tipis dan ringan sekali..",4.0
Barang sdh sampai ternyata kecil ya modelnya,4.0
Produk ok.sesuai deskripsi,5.0
"Batang sesuai gambar,bagus,packing rapi",5.0
"Packing rapih, produk original, thx seller 😊👍",5.0
Barang ori &amp; cepat sampai. Dpt harga murah,5.0
"Mantap barang ori, cepat sampai dan puaaaasss bagusss",5.0
Barang bagus. Modelnya aga kecil kaya jam cwe tp gpp overall good,5.0
Barang sangat bagus dan original,5.0
Dua kali beli disini ...bagus layanannya 👍🏼👍🏼👍🏼👍🏼👍🏼,5.0
"barang cepat sampai tujuan, kualitas ok",5.0
Cepet sampe ny semoga awet.,4.0
"Packing bagus, pengiriman cepat, good seller, semoga jam nya awet amin.",5.0
"Jamnya baguss sesuai dengan ekspektasi, bahkan menurut gua lebih bagus aslinya di banding gambarnya, sukses terus untuk tokonyaaa",5.0
"Produk sesuai dengan 
pesanan",5.0
"barang sesuai deskripsi, original, pengiriman sedikit terlambat ,",5.0
Sesuai pesanan... mudah2an awet...,5.0
"Terima kasih kak, Barang sudah sampai yah.",5.0
Sesuai pesanan respon penjual baik,5.0
"Barang sudah diterima,,,manteebbb",5.0
Ok barang dah diterimaaaaaaa,5.0
"Packing rapi, barang bagus dan sesuai.",5.0
"Barang bagus outomatic. Original,,, penjual baik fast respon, sayang untuk AC ini rantainya kurang bagus, seperti murahan.",5.0
terimksih gan barangnya sesuai pesnan,5.0
"Paket sudah diterima, kualitas ok, siipp.. trims yak...",5.0
Thx gaaaaaaaaaaaaaaaan,5.0
"Sesuai foto aplikasi,semoga awet",5.0
Mantapp betulllllllllllllll,5.0
Mantap betul mantap betul,5.0
Kesesuaian dengan deskripsi.,5.0
Brng&#39;y sdh nymp..manstafh..,5.0
"barang bagus bgt, packing rapih dn semua ok, trmksh 👍",5.0
Bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,4.0
"Produknya sesuai deskripsi, pengemasan rapi, tapi sellernya pendiam, terima kasih",5.0
"Barang yang diterima sesuai, semoga awet dipakainya",4.0
Thanks ya ..............,5.0
"Packing rapih
Pengiriman jg cepat",5.0
"+Pengiriman cepat, produk Bagus.
-Seller nya pelit ngomong",5.0
"Produk sesuai deskripsi, kualitas produk bagus, dipaket dengan rapi dan tidak cacat, terima kasih atas pelayanan terbaiknya....",5.0
Makasih ya..  I love it..,5.0
jam ok. bagus. sesuai deskripsi. sayang lem perekat pada tali jam tangan tidak kuat sehingga baru beberapa hari saya pakai sudah mulai lepas antara pelapis dan dasarnya.,4.0
Barang dah diterima thanks barang sesuai gambar,4.0
Tali rantai nya ga d kasih gaa sesuai deskripsi,3.0
"Cakeepp banget jamnya....cucok bgt di tangan. Sukaa, recommended",5.0
barangnya bagus sesuai sama harapan. sukses terus.,5.0
Super mantap dan spektakuler,5.0
"Thanks.. Saya suka sama modelnya, imut..",5.0
Produk sesuai dengan aplikasi dan keterangan produk. Pengiriman juga cepat. Mantaps,5.0
"jam nya bagus, sayang pengiriman nya lama",4.0
"rapih packing nya, respon cepat",5.0
"Barang ada lecet sedikit di bagian samping pinggiran, mungkin karena barang flash sale.. OVER ALL SAYA PUAS :))",4.0
siap siap siap terima kasih ya,5.0
Pengiriman cepat. Harga mantap murah bgt. Box bagus dan original.,5.0
Bagusss....👍👍👍👍👍,5.0
"Produk asli dan bagus, saya sangat suka jamnya",5.0
Alhamdulillah.... packing ok... produk ok....puas deh👍,5.0
"Untuk yg ketiga kalinya beli jam disini, sangat memuaskan. Jamnya keren, bagus, elegant.",5.0
Jam nya bagus saya suka. Hanya saja ukurannya tipe2 model jam2 kecil kali ya. OVERALL BAGUS sih.  Semoga awet mesin dan fisiknya. Terutama awet dr gesekan utk tali besi dan kaca jamnya serta batu swarowski nya semoga ga tanggal2. Aamiin.,4.0
"Produk sesuai deskripsi.. Barusan dicoba, memuaskan. Semoga awet barangnya. Packing rapi dan aman karena ekstra bubble wrap.  Recommended deh.",5.0
Thanks .......................,5.0
"Belum dicoba, semoga sesuai ekspetasi",5.0
Paketnya sudah saya terima seller..Terima kasih,5.0
"Ketika menerima barang yang dikirim kondisinya mati, kemudian ketika di klaim responnya lama banget, apalagi ketika minta alamat toko offline untuk retur (mana biaya sendiri) terkesan ditutup2i.... sorry for this comment.....",2.0
"Thank you so much for the product,  beyond my expectation! Nice design,  amazing!  Also,  i got this watches from flash sale,  what a lucky am i! Thank you !",5.0
Diluar ekpektasi..ternyata lebih keren dr yg di gambar.. Puas banget plus dapet harga flashsale jadi makin puas..,5.0
"Produk bagus, recomended seller",5.0
Barangnya bagus. Ada kendala langsung ditukar yang baru. Terima kasih zeca watches.,5.0
Barang sudah diterima sesuai,5.0
"Walpaper dalam jam kacanya lecek setengah,ga sesuai dengan pict",2.0
Sesuai gambar.. Semoga awet,5.0
"Mantap pula memang produknya ini..
Recommended..",5.0
"baik baik , walaupun ad kendala",4.0
"Kwalitas ok, pengirimannya. Cepat",5.0
barangnya kerenn... murah meriahh,5.0
"Produk sesuai deskripsi barang, recomended",5.0
Harga sesuai dgn kualitas semoga awet,4.0
Barang sudah diterima kwalitas bagus paking rapi sukses slalu,4.0
"Barang original, fast respon",5.0
Bagus.. sesuai gambar.. semoga awet.. garansi 10 tahun ya..,5.0
"Sesuai dengan produk, dan berfungsi dgn baik.
Terima Kasih..",4.0
"Bagus banget sesuai dgn harganya, pengiriman juga cepat, makasih 👍👍👍",5.0
"Imut jamnya tp bagus, packing aman",5.0
Mantap. Semoga awet.   Hehe tks,5.0
Barang sesuai dan original,5.0
Fast respon mdh2n jamnya awet,5.0
"Respon cepat, barang keren, pelayanan memuaskan",5.0
walau lama dikit ngirimnya tapi produk memuaskan,5.0
"Barang bagus, mantapp, semoga tahan lamaa",5.0
"Saya senang produknya, dipaketkan dengan rapi dan tidak ada cacat. Siip pokoknya. Recommended!",5.0
Bintang 5 dong. Gue suka modelnya elegan nyeleneh ada kuningnya. Love it. Tq.,5.0
Bagus..ternyata type ini ada tanggalnya. Packing rapi n pengiriman super cepat.,5.0
Terima kasih....................,5.0
Pengiriman cepat. Packaging rapi dan aman (bubble wrap). Barang sesuai dengan foto.,5.0
"Barang seperti di gambar, mantap",5.0
Mantap untung sesuai deskripsi,5.0
"Pengiriman cepat, barang bagus, elegan, ori garansi 10 tahun. Recommended seller",5.0
Sangat memuaskan dan sesuai harapan. Keren banget..,5.0
"Barangnya mantap, respon jg cepat sampe, cuma ada sedikit masalah tgl jam terlalu kecil, tapi barang ok.",5.0
"Recomended seller.. bagus barangnya, packingnya jg oke",5.0
Beruntung bisa dapet di flash sale...barang oke banget...original + garansi 10 tahun..keren pokok nya deh...terima kasih Zeca Watches,5.0
Jam tangan yang bagus..mewah dan elegan..Alhamdulillah pas promo dpt jam beginian..suka banget..terbaik pokoknya...,5.0
Sangat recommended !!!,5.0
Barang nya bagus...pengiriman cepat n packing bagus,5.0
"Produk diterima dengan baik, kemasan bagus dan tampilan ok banget 👍🏻",5.0
